Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients
5934,Vanilla Snack Cakes,"['3/4 cup (90 grams) white spelt or all-purpose flour', '1/4 cup (30 grams) ground millet or cake flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '4 egg whites', '1/3 cup (66 grams) cane sugar', '2 tablespoons honey', '1/4 cup (2 ounces) water', '2 tablespoons safflower oil', '4 egg yolks', '1 teaspoon vanilla extract', '1 batch (about 1 cup) Snack Cake Crème']","Preheat the oven to 350°F and lightly grease a canoe-style snack cake pan. If you don't have a snack cake pan, you can use 4-ounce loaf pans. Alternatively, create your own molds out of foil by shaping double thicknesses of aluminum foil around a spice bottle and setting the individual foil pieces next to each other in a cake pan.
Sift the spelt flour, ground millet flour, baking powder, and salt together and set aside.
In a dry mixer bowl with dry beaters, beat the egg whites until stiff, about 2 minutes. Transfer the beaten egg whites to a clean bowl and set aside.
In the same mixer bowl, add the sugar, honey, water, oil, egg yolks, and vanilla and beat for 1 minute. Add the flour mixture and beat until smooth, about 2 minutes. Fold in half of the beaten egg whites; once the first half is fully incorporated, fold in the second half.
Pour the batter into the prepared molds, filling them 2/3 of the way full. Bake until golden, 15 to 20 minutes, rotating the pans halfway through baking. Cool the cakes in the pan for at least 20 minutes, then remove to a wire rack and cool completely before filling with the Snack Cake Crème.
To fill the cakes, use a skewer or chopstick to poke 2 holes partially through the snack cake from the bottom, and wiggle around to hollow out some space. Use a piping bag fitted with a Bismarck (#230) tip or a very small star-shaped tip to fill the cake with the Snack Cake Crème.
To make raspberry snack cakes, make the snack cakes as directed. Coat each filled snack cake with raspberry jam and dust with shredded coconut. They will be sticky and delicious.
Or for Chocolate-Coated Snack Cakes, try dipping your snack cakes in melted chocolate.",vanilla-snack-cakes-51123660,"['3/4 cup (90 grams) white spelt or all-purpose flour', '1/4 cup (30 grams) ground millet or cake flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '4 egg whites', '1/3 cup (66 grams) cane sugar', '2 tablespoons honey', '1/4 cup (2 ounces) water', '2 tablespoons safflower oil', '4 egg yolks', '1 teaspoon vanilla extract', '1 batch (about 1 cup) Snack Cake Crème']"
8926,Rustic French Meatloaf,"['1 cup fine fresh bread crumbs (preferably from a rustic loaf)', '1/2 cup whole milk', '3/4 cup finely chopped onion', '3 large garlic cloves, minced', '1 tablespoon olive oil', '1/2 pound chicken livers, separated into lobes, trimmed, and rinsed', '3/4 pound ground pork', '3/4 pound ground veal', '1/4 cup chopped prunes', '1/4 cup shelled pistachios', '2 teaspoons thyme leaves', '2 large eggs, lightly beaten', '1/3 cup chopped flat-leaf parsley', 'Accompaniment: Dijon mustard']","Preheat oven to 475°F with rack in middle.
Soak bread crumbs in milk in a small bowl.
Cook onion, garlic, and 1/4 teaspoon each of salt and pepper in oil in a small skillet over medium heat, stirring occasionally, until onion is softened, about 5 minutes. Cool slightly.
Purée livers in a blender, then transfer to a large bowl. Add pork, veal, prunes, pistachios, thyme, eggs, bread-crumb mixture, onion mixture, 1/2 teaspoon salt, and 1/4 teaspoon pepper and gently mix with your hands until just combined.
Transfer meatloaf mixture to an 81/2- by 41/2-inch glass loaf pan (see cooks' note, below) and bake, covered with foil, until an instant-read thermometer inserted into center registers 165°F, 50 to 55 minutes. Let rest 5 minutes. Cover top of meatloaf with parsley before slicing.
buttered boiled potatoes",rustic-french-meatloaf-352292,"['1 cup fine fresh bread crumbs (preferably from a rustic loaf)', '1/2 cup whole milk', '3/4 cup finely chopped onion', '3 large garlic cloves, minced', '1 tablespoon olive oil', '1/2 pound chicken livers, separated into lobes, trimmed, and rinsed', '3/4 pound ground pork', '3/4 pound ground veal', '1/4 cup chopped prunes', '1/4 cup shelled pistachios', '2 teaspoons thyme leaves', '2 large eggs, lightly beaten', '1/3 cup chopped flat-leaf parsley', 'Accompaniment: Dijon mustard']"
535,"Walla Walla Onion, Pine Mushroom Fonduta","['4 Walla Walla (sweet) onions (about 1 lb each)', '1 cup coarse salt, for roasting', '½ cup extra virgin olive oil', '2 cups peeled, washed, and thinly sliced pine mushrooms', '¼ cup all-purpose flour', '2 cups Vegetable Stock', '½ cup heavy cream', 'Reserved chopped innards from onions', '2 tbsp. thyme leaves Kosher salt', 'Fresh-ground black pepper', '1 cup small torn pieces day- old Arctic Sourdough', '2 cups grated Gruyère-style cheese (we like Farm House Natural Cheeses Heidi)', '1 cup grated Gruyère-style cheese', 'Arctic Sourdough']","Preheat the oven to 450°F.
Cut the very tops (about 1 inch) off the onions and then replace. Make a bed of coarse salt in a small roasting pan. Place the onions on the salt and roast for about an hour, or until soft through.
When cool enough to handle, scoop out the insides of the onions, leaving the outer two layers intact within the skin. Take care not to scrape out the base of the onions, as the fonduta will leak out the bottom. Finely chop half of the onion innards for the filling. Set aside.
In a medium-size sauté pan, heat the olive oil and add the sliced pine mushrooms. Sweat for 5 minutes, then add the flour. Sauté for 1 minute more, then add the Vegetable Stock and cream. Bring to a simmer and add the reserved chopped Walla Walla, thyme, and salt and pepper to taste. Add the day-old sourdough bread pieces. Cook together for 5 minutes to meld the flavours. Add the grated Gruyère, stirring to melt, then remove f rom the heat.
Preheat the oven to 450°F. Place the Roasted Walla Walla Onions in a roasting pan, and fill with hot Pine Mushroom Fonduta (if you have extra, it can be served on the side). Top with the grated Gruyère. Roast for 10 minutes, until bubbly.
Serve with lots of Arctic Sourdough and any extra fonduta that didn’t fit in the onions.",walla-walla-onion-pine-mushroom-fonduta,"['4 Walla Walla (sweet) onions (about 1 lb each)', '1 cup coarse salt, for roasting', '½ cup extra virgin olive oil', '2 cups peeled, washed, and thinly sliced pine mushrooms', '¼ cup all-purpose flour', '2 cups Vegetable Stock', '½ cup heavy cream', 'Reserved chopped innards from onions', '2 tbsp. thyme leaves Kosher salt', 'Fresh-ground black pepper', '1 cup small torn pieces day- old Arctic Sourdough', '2 cups grated Gruyère-style cheese (we like Farm House Natural Cheeses Heidi)', '1 cup grated Gruyère-style cheese', 'Arctic Sourdough']"
1405,Jicama and Pomegranate Slaw,"['1 (2 1/2–3-pound) jicama, peeled and cut into 1/8-inch sticks', '1 medium pomegranate, seeds removed', '1/2 red onion, sliced thinly', '1 cup loosely packed fresh cilantro, finely chopped', '1 cup loosely packed fresh mint, finely shredded', '1/2 cup extra virgin olive oil', '1/3 cup freshly squeezed lime juice', '2 tablespoons pomegranate molasses (optional)', '1/2 teaspoon sea salt']","Place the jicama, pomegranate seeds, onion, cilantro, and mint in a large salad bowl.
In a small bowl make the dressing by whisking together the olive oil, lime juice, pomegranate molasses, and salt.
Pour the dressing over the salad and toss until the jicama is well coated. Chill for 20 minutes before serving.",jicama-and-pomegranate-slaw,"['1 (2 1/2–3-pound) jicama, peeled and cut into 1/8-inch sticks', '1 medium pomegranate, seeds removed', '1/2 red onion, sliced thinly', '1 cup loosely packed fresh cilantro, finely chopped', '1 cup loosely packed fresh mint, finely shredded', '1/2 cup extra virgin olive oil', '1/3 cup freshly squeezed lime juice', '2 tablespoons pomegranate molasses (optional)', '1/2 teaspoon sea salt']"
9618,Leeks Vinaigrette with Burrata Cheese and Mustard,"['2 tablespoons mustard seeds', '1/4 cup whole grain Dijon mustard', '1/4 cup dry white wine', '1/4 cup canola oil', '1/2 16-ounce loaf country white bread, crusts trimmed, bread diced', '1/3 cup fresh lemon juice', '1/3 cup whole grain Dijon mustard', '1 teaspoon finely grated lemon peel', '2/3 cup olive oil', '8 medium leeks, each cut to 6-inch lengths, root ends trimmed', '11/2 cups low-salt chicken broth', '2 tablespoons extra-virgin olive oil', '4 large fresh thyme sprigs', '1 large lemon, cut into very thin rounds', 'Chopped fresh Italian parsley', '16 ounces burrata cheese or fresh waterpacked mozzarella cheese, sliced']","Preheat oven to 250°F. Toast mustard seeds in skillet over medium heat until beginning to darken and pop, about 5 minutes; transfer to bowl and cool. Grind seeds to powder in spice mill.
Whisk whole grain mustard, wine, oil, and ground mustard seeds in medium bowl. Season mustard coating with salt and pepper. Toss bread pieces and coating in large bowl to coat evenly. Spread bread out on rimmed baking sheet.
Bake bread pieces until dried and slightly colored, stirring occasionally, about 1 hour 15 minutes. Cool completely. Using potato masher, coarsely crush bread on sheet. DO AHEAD: Can be made 3 days ahead. Cover and chill. Rewarm in 350°F oven 4 to 5 minutes before using.
Place first 3 ingredients in medium bowl. Gradually whisk in oil. Season vinaigrette to taste with salt and pepper. DO AHEAD: Can be made 3 days ahead. Cover; chill. Bring to room temperature and rewhisk before using.
Position rack in center of oven and preheat to 450°F. Cut leeks in half lengthwise. Rinse under cold water to remove any grit between layers; drain on paper towels. Arrange leeks, cut side down, in single layer in 13x9x2-inch glass baking dish. Pour broth over; drizzle with oil. Top with thyme sprigs and lemon slices. Cover dish tightly with plastic wrap, then foil.
Bake leeks 35 minutes. Uncover; discard lemon. Bake leeks uncovered until very tender and browned, and liquid is almost evaporated, about 50 minutes. Cool 15 minutes. Serve or let stand up to 2 hours
Arrange 2 leeks on each plate; sprinkle with vinaigrette, breadcrumbs, and parsley. Arrange cheese alongside.",leeks-vinaigrette-with-burrata-cheese-and-mustard-243439,"['2 tablespoons mustard seeds', '1/4 cup whole grain Dijon mustard', '1/4 cup dry white wine', '1/4 cup canola oil', '1/2 16-ounce loaf country white bread, crusts trimmed, bread diced', '1/3 cup fresh lemon juice', '1/3 cup whole grain Dijon mustard', '1 teaspoon finely grated lemon peel', '2/3 cup olive oil', '8 medium leeks, each cut to 6-inch lengths, root ends trimmed', '11/2 cups low-salt chicken broth', '2 tablespoons extra-virgin olive oil', '4 large fresh thyme sprigs', '1 large lemon, cut into very thin rounds', 'Chopped fresh Italian parsley', '16 ounces burrata cheese or fresh waterpacked mozzarella cheese', 'sliced']"
7096,Baked Oatmeal,"['2 cups/7 oz/200 g rolled oats', '1/2 cup/2 oz/60 g walnut pieces, toasted and chopped', '1/3 cup/2 oz/60 g natural cane sugar or maple syrup, plus more for serving', '1 teaspoon aluminum-free baking powder', '1 1/2 teaspoons ground cinnamon', 'Scant 1/2 teaspoon fine-grain sea salt', '2 cups/475 ml milk', '1 large egg', '3 tablespoons unsalted butter, melted and cooled slightly', '2 teaspoons pure vanilla extract', '2 ripe bananas, cut into 1/2-inch/1 cm pieces', '1 1/2 cups/6.5 oz/185 g huckleberries, blueberries, or mixed berries']","Preheat the oven to 375°F/190°C with a rack in the top third of the oven. Generously butter the inside of an 8-inch/20cm square baking dish.
In a bowl, mix together the oats, half the walnuts, the sugar, if using, the baking powder, cinnamon, and salt.
In another bowl, whisk together the maple syrup, if using, the milk, egg, half of the butter, and the vanilla.
Arrange the bananas in a single layer in the bottom of the prepared baking dish. Sprinkle two-thirds of the berries over the top. Cover the fruit with the oat mixture. Slowly drizzle the milk mixture over the oats. Gently give the baking dish a couple thwacks on the countertop to make sure the milk moves through the oats. Scatter the remaining berries and remaining walnuts across the top.
Bake for 35 to 45 minutes, until the top is nicely golden and the oat mixture has set. Remove from the oven and let cool for a few minutes. Drizzle the remaining melted butter on the top and serve. Sprinkle with a bit more sugar or drizzle with maple syrup if you want it a bit sweeter.",baked-oatmeal-365069,"['2 cups/7 oz/200 g rolled oats', '1/2 cup/2 oz/60 g walnut pieces, toasted and chopped', '1/3 cup/2 oz/60 g natural cane sugar or maple syrup, plus more for serving', '1 teaspoon aluminum-free baking powder', '1 1/2 teaspoons ground cinnamon', 'Scant 1/2 teaspoon fine-grain sea salt', '2 cups/475 ml milk', '1 large egg', '3 tablespoons unsalted butter, melted and cooled slightly', '2 teaspoons pure vanilla extract', '2 ripe bananas, cut into 1/2-inch/1 cm pieces', '1 1/2 cups/6.5 oz/185 g huckleberries', 'blueberries', 'or mixed berries']"
8389,Stir-Fried Pumpkin with Chiles and Basil (Fakthong Pad Bai Horapa),"['8 garlic cloves, chopped', '120 g (4 1/4 oz) onions, halved and sliced into strips', '100 ml (3 1/2 fl oz/3/8 cup) Vegetable Stock', '600 g (1 lb 5 oz) pumpkin, peeled and cubed', '2 1/2 tbsp soy sauce', '2 tbsp oyster sauce', '1 1/2 tbsp honey', '4 handfuls Thai basil leaves, to garnish', '3 red chiles seeded and finely sliced, to garnish']","In a heavy wok, stir-fry garlic and onion using half of the vegetable stock, until browned. Add pumpkin cubes, moisten with remaining vegetable stock and stir constantly until pumpkin is cooked. Season with soy sauce, oyster sauce and honey. Sprinkle with Thai basil leaves and sliced red chile. Serve with brown rice.",stir-fried-pumpkin-with-chiles-and-basil-em-fakthong-pad-bai-horapa-em-355269,"['8 garlic cloves, chopped', '120 g (4 1/4 oz) onions, halved and sliced into strips', '100 ml (3 1/2 fl oz/3/8 cup) Vegetable Stock', '600 g (1 lb 5 oz) pumpkin, peeled and cubed', '2 1/2 tbsp soy sauce', '2 tbsp oyster sauce', '1 1/2 tbsp honey', '4 handfuls Thai basil leaves, to garnish', '3 red chiles seeded and finely sliced', 'to garnish']"
6508,Peppery Horseradish Mashed Potatoes,"['1 1/2 pounds russet (baking) potatoes (3 medium), peeled and cut into 1-inch pieces', '2 teaspoons kosher salt', '1/2 cup whole milk', '3 tablespoons unsalted butter', '1/4 teaspoon freshly ground black pepper', '2 tablespoons bottled horseradish, drained']","Put potatoes and kosher salt in a large heavy saucepan and generously cover with cold water. Bring to a boil then reduce heat and simmer, partially covered, until potatoes are tender, about 20 minutes. Drain well and return to saucepan.
Meanwhile, heat milk and butter in a small saucepan until butter is melted and milk is hot but not boiling. Add milk mixture, along with horseradish and pepper, to potatoes and mash with a potato masher or fork (to desired consistency). Season with salt and serve warm.",peppery-horseradish-mashed-potatoes-388550,"['1 1/2 pounds russet (baking) potatoes (3 medium), peeled and cut into 1-inch pieces', '2 teaspoons kosher salt', '1/2 cup whole milk', '3 tablespoons unsalted butter', '1/4 teaspoon freshly ground black pepper', '2 tablespoons bottled horseradish', 'drained']"
426,Winter Salad Hummus Bowls,"['4–6 large eggs', '5 Tbsp. unseasoned rice vinegar', '1 Tbsp. honey', '1 Tbsp. tamari or soy sauce', '1/2 tsp. kosher salt', '1/4 cup extra-virgin olive oil, plus more for drizzling', '1 bunch curly kale, stems removed, torn into bite-size pieces', '1 lb. brussels sprouts, trimmed, thinly sliced', '1 cup store-bought or homemade hummus', '1 cup Seedy Power Sprinkle', 'Flaky sea salt']","Bring a medium pot of water to a boil over high heat. Gently lower eggs into water and cook 7 minutes. Transfer to a large bowl of ice water and let sit until cool enough to handle. Peel and slice in half lengthwise.
Meanwhile, whisk vinegar, honey, tamari, kosher salt, and 1/4 cup oil in a large bowl until smooth. Add kale and brussels sprouts. Toss and massage with your hands until kale is darker in color and vegetables are coated in dressing.
Swoosh about 1/4 cup hummus onto side of each bowl. Top with salad and egg halves; season eggs with sea salt. Drizzle oil over and top with seedy sprinkle.
Do Ahead: Unpeeled eggs can be cooked 2 days ahead. Transfer to an airtight container and chill. Kale and brussels sprouts salad can be made 8 hours ahead. Cover and chill.",winter-salad-hummus-bowls,"['4–6 large eggs', '5 Tbsp. unseasoned rice vinegar', '1 Tbsp. honey', '1 Tbsp. tamari or soy sauce', '1/2 tsp. kosher salt', '1/4 cup extra-virgin olive oil, plus more for drizzling', '1 bunch curly kale, stems removed, torn into bite-size pieces', '1 lb. brussels sprouts, trimmed, thinly sliced', '1 cup store-bought or homemade hummus', '1 cup Seedy Power Sprinkle', 'Flaky sea salt']"
13445,Asparagus Salad with Sweet Balsamic Vinegar,"['1/3 cup balsamic vinegar', '3 tablespoons olive oil', '1 tablespoon Dijon mustard', '1 tablespoon chopped fresh marjoram or 1 teaspoon dried', '1 teaspoon minced garlic', '2 pounds asparagus, tough ends trimmed, cut on diagonal into 2-inch pieces', '1 small red bell pepper, diced', '1/3 cup chopped pecans, toasted']","Boil vinegar in heavy small saucepan over medium heat until reduced by half, about 3 minutes. Pour vinegar into large bowl. Whisk in oil, mustard, marjoram and garlic. Season dressing to taste with salt and pepper.
Cook asparagus in large pot of boiling salted water until crisp-tender, about 4 minutes. Drain; rinse with cold water and drain again. Add asparagus and bell pepper to dressing; toss to blend well. Sprinkle with pecans and serve.",asparagus-salad-with-sweet-balsamic-vinegar-4807,"['1/3 cup balsamic vinegar', '3 tablespoons olive oil', '1 tablespoon Dijon mustard', '1 tablespoon chopped fresh marjoram or 1 teaspoon dried', '1 teaspoon minced garlic', '2 pounds asparagus, tough ends trimmed, cut on diagonal into 2-inch pieces', '1 small red bell pepper, diced', '1/3 cup chopped pecans', 'toasted']"
11196,Gemelli with Broccoli Rabe and Anchovies,"['1 pound gemelli or other corkscrew pasta', '1 (1-pound) bunch broccoli rabe, coarse stems discarded and remainder cut crosswise into 1-inch pieces', '1 cup panko (Japanese crisp bread crumbs)', '1/2 cup extra-virgin olive oil', '6 garlic cloves, coarsely chopped', '1 (2-ounce) can flat anchovy fillets, drained', '1/2 teaspoon dried hot red-pepper flakes, or to taste']","Put oven rack in middle position and preheat oven to 350°F.
Cook pasta in a 7- to 8-quart pot of boiling salted water 6 minutes, then stir in broccoli rabe and boil until pasta is al dente, about 5 minutes more.
While pasta is cooking, toss panko with 1 tablespoon oil in a shallow baking pan until coated and bake, stirring once or twice, until golden, 8 to 10 minutes. Season crumbs with salt.
While broccoli rabe (with pasta) is cooking, cook garlic, anchovies, and red-pepper flakes in remaining 7 tablespoons oil in a 12-inch heavy skillet over moderate heat, stirring and mashing anchovies into oil with a wooden spoon, until garlic is golden, about 3 minutes. Remove from heat.
Drain pasta and broccoli rabe in a colander, then add to anchovy mixture in skillet, tossing to combine.
Serve pasta sprinkled with some toasted panko and pass remainder.",gemelli-with-broccoli-rabe-and-anchovies-236944,"['1 pound gemelli or other corkscrew pasta', '1 (1-pound) bunch broccoli rabe, coarse stems discarded and remainder cut crosswise into 1-inch pieces', '1 cup panko (Japanese crisp bread crumbs)', '1/2 cup extra-virgin olive oil', '6 garlic cloves, coarsely chopped', '1 (2-ounce) can flat anchovy fillets, drained', '1/2 teaspoon dried hot red-pepper flakes', 'or to taste']"
1482,Greek-Style Shrimp Pasta with Kale,"['1 (28-ounce) can diced tomatoes', '2 tablespoons extra-virgin olive oil, plus more for drizzling', '6 garlic cloves, thinly sliced', '1/2 cup dry white wine', '2 teaspoons chopped oregano', '1 teaspoon crushed red pepper flakes', '1 1/2 tsp. kosher salt, plus more', '8 ounces medium shell pasta', '1 large bunch of curly kale, stems removed, torn into bite-sized pieces (about 10 cups)', '1 1/2 pounds large shrimp, peeled, deveined', '2 1/2 ounces crumbled feta (about 1/2 cup)']","Pour tomatoes into a fine-mesh sieve set over a medium bowl. Shake to release as much juice as possible, then let tomatoes drain in sieve, collecting juices in bowl, until ready to use.
Heat 2 Tbsp. oil in a large Dutch oven or other large heavy pot over high. Add drained tomatoes and garlic and cook, stirring occasionally, until they begin to caramelize, about 12 minutes. Add wine and cook, scraping up browned bits, until reduced by half, about 1 minute. Add collected tomato juices, oregano, red pepper, and 1 1/2 tsp. salt and bring to a simmer. Cook, stirring occasionally, until slightly thickened, about 5 minutes.
Meanwhile, cook pasta in a large pot of boiling salted water, stirring occasionally, until very al dente, 3 minutes less than package directions. Drain, reserving 1 cup pasta cooking liquid.
Working in batches, add kale to tomato sauce, stirring after each addition, until all kale is wilted. Using a spider or slotted spoon, transfer pasta to pot with sauce. Add shrimp, cover, and cook, stirring occasionally and adding pasta cooking liquid if needed to loosen sauce, until pasta is al dente, shrimp are cooked through, and everything is nicely coated in sauce, about 3 minutes.
Divide pasta among bowls. Top with feta and drizzle with oil.",greek-style-shrimp-pasta-with-kale,"['1 (28-ounce) can diced tomatoes', '2 tablespoons extra-virgin olive oil, plus more for drizzling', '6 garlic cloves, thinly sliced', '1/2 cup dry white wine', '2 teaspoons chopped oregano', '1 teaspoon crushed red pepper flakes', '1 1/2 tsp. kosher salt, plus more', '8 ounces medium shell pasta', '1 large bunch of curly kale, stems removed, torn into bite-sized pieces (about 10 cups)', '1 1/2 pounds large shrimp, peeled, deveined', '2 1/2 ounces crumbled feta (about 1/2 cup)']"
7229,Warm Onion Tart with Thyme,"['1 Spanish onion', '1 tablespoon unsalted butter', '1 tablespoon fresh thyme leaves', 'Salt and freshly ground black pepper', '1 sheet frozen puff pastry, thawed according to package directions']","Peel and cut the onion in half through the root. Trim the ends and then julienne the onion lengthwise.
Melt the butter in a small sauté pan over medium heat. Add the onion and thyme and cook, stirring occasionally, for 10 to 15minutes or until the onion is a deep golden brown. Season to taste with salt and pepper. Keep warm until ready to serve.
Meanwhile, preheat the oven to 400°F.
Peel and cut the onion in half through the root. Trim the ends and then julienne the onion lengthwise.
Melt the butter in a small sauté pan over medium heat. Add the onion and thyme and cook, stirring occasionally, for 10 to 15minutes or until the onion is a deep golden brown. Season to taste with salt and pepper. Keep warm until ready to serve.
Meanwhile, preheat the oven to 400°F.
Unfold the puff pastry sheet on a lightly floured work surface and turn over to prevent the creases from splitting. Pat down gently to flatten the sheet.
Using a 1-inch round fluted cookie cutter, stamp out 6 rounds and transfer to an ungreased baking sheet. Bake for 8 to 10minutes or until puffed and golden brown.",warm-onion-tart-with-thyme-363302,"['1 Spanish onion', '1 tablespoon unsalted butter', '1 tablespoon fresh thyme leaves', 'Salt and freshly ground black pepper', '1 sheet frozen puff pastry', 'thawed according to package directions']"
12688,Chive and Garlic Mashed Potatoes,"['2 pounds unpeeled red-skinned potatoes, rinsed, cut into 1- to 1 1/2-inch pieces', '10 tablespoons (1 1/4 sticks) butter', '3 garlic cloves, minced', '3/4 cup chopped chives (about 3 bunches)']","Cook potatoes in large pot of boiling salted water until tender, about 18 minutes. Drain. Melt butter in same pot over medium heat. Add garlic and sauté until fragrant, about 30 seconds. Return potatoes to pot. Add chives. Mash potatoes coarsely. Season to taste with salt and pepper.",chive-and-garlic-mashed-potatoes-231740,"['2 pounds unpeeled red-skinned potatoes, rinsed, cut into 1- to 1 1/2-inch pieces', '10 tablespoons (1 1/4 sticks) butter', '3 garlic cloves, minced', '3/4 cup chopped chives (about 3 bunches)']"
13335,Hazelnut Cookies,"['1/2 cup hazelnuts (2 oz)', '1/4 cup plus 3 tablespoons sugar', '3/4 cup plus 2 tablespoons all-purpose flour', '1 stick (1/2 cup) cold unsalted butter, cut into small pieces']","Put oven rack in middle position and preheat oven to 350°F.
Toast hazelnuts in a shallow baking pan until fragrant and skins begin to loosen, about 6 minutes. Rub nuts in a kitchen towel to remove any loose skins (some skins may not come off) and cool to room temperature.
Pulse nuts and 1/4 cup sugar in a food processor until nuts are finely ground, then add flour and a pinch of salt, pulsing until combined. Add butter and pulse until dough just forms a ball. Divide dough in half, then roll dough on a work surface lightly dusted with sugar and flour into 2 (11-inch-long) logs (each about 1 inch wide). Chill, wrapped in plastic wrap, 1 hour.
Cut logs crosswise into 1/2-inch slices and arrange rounds 2 inches apart on 2 baking sheets.
Bake, 1 sheet at a time, until bottom edges just begin to turn pale golden, 12 to 15 minutes. Cool cookies on sheet 2 minutes. Place remaining 3 tablespoons sugar in a small dish and dip tops of cookies in it, then cool sugared cookies on a rack.",hazelnut-cookies-109469,"['1/2 cup hazelnuts (2 oz)', '1/4 cup plus 3 tablespoons sugar', '3/4 cup plus 2 tablespoons all-purpose flour', '1 stick (1/2 cup) cold unsalted butter', 'cut into small pieces']"
978,Ham Hock and White Bean Stew,"['3 medium shallots, thinly sliced into rings', '1/2 cup vegetable oil', 'Kosher salt', '1/2 cup sour cream', '3 Tbsp. Dijon mustard', '1 1/2 tsp. honey', 'Freshly ground black pepper', '3 Tbsp. extra-virgin olive oil', '2 medium onions, halved through root ends', '2 heads of garlic, halved crosswise', '2 small carrots, trimmed, scrubbed', '1/2 cup dry white wine', '2 1/2 lb. smoked ham hocks (about 4 medium)', '1 bunch of thyme, stems tied together with kitchen twine', '2 cups corona or gigante beans, soaked overnight, drained', 'Kosher salt, freshly ground pepper', 'Chopped cornichons and/or dill sprigs (for serving; optional)']","Heat shallots and oil in a small saucepan over medium, swirling often, until shallots are deep golden brown, 6–8 minutes. Pour into a fine-mesh sieve set over a heatproof measuring glass. Give sieve a good shake, then spread out shallots on a paper towel to drain. Season with salt; let cool.
Stir sour cream, mustard, and honey in a small bowl until smooth; season with pepper. Cover and chill.
Heat oil in a large Dutch oven or other heavy pot over medium-high. Cook onions and garlic, cut side down, and carrots, turning carrots occasionally, until cut sides of onions and garlic are golden, about 4 minutes. Add wine, stirring to release any bits stuck on bottom of pot, and cook until reduced by two-thirds, about 2 minutes. Add ham hocks, thyme, beans, and 9 cups water. Season with several pinches of salt and lots of pepper and bring to a simmer. Cover with a lid, leaving slightly askew so steam can escape, and cook, adjusting heat to maintain a very gentle simmer and skimming foam from surface as needed, until beans are tender and creamy and broth is very flavorful, 2–2 1/2 hours.
Remove pot from heat and transfer ham hocks to a cutting board. Let sit until cool enough to handle, then pull meat from bones and tear into bite-size pieces; discard fat, skin, and cartilage. Add meat and knuckle bones back to pot as you go. Let stew cool uncovered until no longer steaming. Cover pot and chill stew at least 12 hours (you can skip this step, but it will dramatically improve the flavor).
Gently reheat stew, covered, until barely simmering. Pluck out and discard bones, thyme, and garlic heads (don't worry about any cloves that may have escaped into stew). Season with more salt and pepper if needed. Ladle into bowls and serve with Frizzled Shallots, Honey-Mustard Cream, cornichons, and/or dill as desired.
Cream can be made 2 days ahead. Keep chilled. Stew can be made 3 days ahead. Keep chilled.",ham-hock-and-white-bean-stew,"['3 medium shallots, thinly sliced into rings', '1/2 cup vegetable oil', 'Kosher salt', '1/2 cup sour cream', '3 Tbsp. Dijon mustard', '1 1/2 tsp. honey', 'Freshly ground black pepper', '3 Tbsp. extra-virgin olive oil', '2 medium onions, halved through root ends', '2 heads of garlic, halved crosswise', '2 small carrots, trimmed, scrubbed', '1/2 cup dry white wine', '2 1/2 lb. smoked ham hocks (about 4 medium)', '1 bunch of thyme, stems tied together with kitchen twine', '2 cups corona or gigante beans, soaked overnight, drained', 'Kosher salt, freshly ground pepper', 'Chopped cornichons and/or dill sprigs (for serving; optional)']"
